Survey Instance Id;School;Survey Creation Date;Survey Sent Date;Survey Progress;Survey Completed On;Survey Parent;Survey Package Name;Survey Package Id;S2_1.1;S2_1.2;S2_1.3;S2_1.4;S2_1.5;S2_1.6;S2_1.7;S2_1.8;S2_1.9;S2_1.10;S2_1.11;S2_1.13;S2_1.14;S2_1.16;S2_1.17;S2_1.18;S2_1.20_binnenkomst_school;S2_1.20_binnenkomst_klaslokaal;S2_1.20_binnenkomst_kantine;S2_1.20_niet;S2_1.21;S2_1.23_kleinere_klassen;S2_1.23_digitaal_hybride;S2_1.23_anders;S2_1.24;S2_1.25;S2_1.26;S2_1.26_Gespreide_pauzetijden;S2_1.26_Extra_pauzeruimtes_buiten_ingericht;S2_1.26_Extra_pauzeruimtes_binnen_ingericht;S2_1.26_deel_leerlingen_verblijven_pauze;S2_1.26_Leerlingen_pauzeren_in_eigen_klas;S2_1.26_Leerlingen_pauzeren_met_eigen_leerjaar;S2_1.26_Anders;S2_1.27;S2_1.28;S2_1.29;S2_1.31_medewerkers;S2_1.31_leerlingen;S2_1.31_nee
BEFA0F49-A5F6-4280-84C2-460AEE83BD75;46;15-4-2021 16:08;18-4-2021 10:24;100;19-5-2021 15:53;No parent;S2 Vragenlijst na testronde - HPC Charlois - testrondes 16-19 april;C182B193-48C7-4069-A37E-E56F54D1EA70;164;Leerling;1;0;Nee;;Beide;Ja;Leerlingen hebben alsnog de mogelijkheid gekregen het formulier te tekenen ;19;;Deels;afstand houden lukt  niet altijd  realistisch gezien;Ja, in een deel van de gangen/gedeelde ruimtes;Deels;Nee;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;0;0;;;;0;0;0
8F31C794-AED3-476C-BD7F-21807FE08E5F;30;24-3-2021 18:48;24-3-2021 18:48;100;19-5-2021 16:30;No parent;S2 Vragenlijst na testronde - ProNova College - testrondes 23-25 maart;9EDF1FAB-292E-4148-80EA-B9F73010F8E2;73;Leerling;2;50;Nee;Geen;;Nee;;48;Zeer moeizame communicatie op vrijdagmiddag. De medewerkster wist soms niet hoe verder te handelen of moest toestemming vragen aan een meerdere. Met name de aanmelding per email verliep moeizaam. Toen we uiteindelijk hadden bereikt dat de school de link kreeg toegestuurd en dat wij er voor zouden zorgen dat de testleerlingen zich zouden aanmelden ging het sneller. Veel van onze leerlingen zouden anders niet verschijnen omdat ze de link niet beantwoorden.;Deels;Centrale aanmelding van de leerlingen door de mentor via de emailaccount van de leerling op school. Dit verliep zonder problemen en moeiteloos.;Ja, in een deel van de gangen/gedeelde ruimtes;Ja;Nee;1;1;0;0;Ja;1;0;0;50;;0;0;0;1;1;1;0;0;Voornamelijk losse zitplaatsen;Ja, per vak zelfde klassering;De leerlingen wisselen van klaslokalen tussen de lessen, docenten blijven (zoveel mogelijk) in hetzelfde lokaal;1;1;0
E736157C-23C0-4D77-ADE3-3FA537EDC14F;16;9-3-2021 9:58;12-3-2021 4:04;100;19-5-2021 16:04;No parent;S2 Vragenlijst na testronde - Marnix Gymnasium - testrondes 9-12 maart;8394A005-7A23-423E-9E1F-448B1F62FB75;25;Medewerker (contact leerling);3;;Ja;nee;;Ja;ja, door iedereen te informeren. daardoor hebben 3 lln extra zich gemeld;;;Deels;geen gespreide begin en eind tijden.;Ja, in alle gangen/gedeelde ruimtes;Ja;Ja;1;1;0;0;Nee;1;1;0;50;70;0;0;1;0;1;1;0;0;Voornamelijk losse zitplaatsen;Nee;Geen specifiek beleid voor het wisselen van de klaslokalen;1;1;0
0A47635C-5A00-43DD-A5D5-CE5C7EBD5383;42;20-4-2021 14:16;23-4-2021 4:05;100;19-5-2021 16:36;No parent;S2 Vragenlijst na testronde - St Gregorius College - testronde 22 april;B42F65AC-3FA8-4EAB-8346-D95D30437E38;173;Leerling;1;24;Nee;van de 24% praktjkonderwijs is de helft gym geweest, buiten. Verder geen idee van eventuele bijzonderheden ;Beide;Ja;Ook de 6 leerlingen uitgenodigd van wie niet bekend was of ze toestemming hadden van hun ouders/verzorgers.  Wat het resultaat is koppelde de sneltestaanbieder niet terug. ;64;De melding is op zaterdag gedaan. De betreffende leerlingen waren pas op dinsdag weer op school.Drie collega's die voor een sneltest uitgenodigd waren mbt een andere index (leerling uit klas s(i)2a) zijn meegegaan in een of beide sneltestrondes van m3a vanwege hun werkdagen.;Deels;"Het protocol is niet te handhaven mbt afstand houden in vrije ruimtes, leerlingen doen dat simpelweg niet. Gebruik van mondkapjes gaat redelijk. Schoonmaken van lokalen en materialen bij elke les wordt niet gedaan. Er staan wel overal schoonmaakdoekjes en schoonmaakmiddelen, desinfectiezuilen etc. Zie vragen hieronder...het is allemaal goed ingericht , al sinds juni (!) maar de praktijk is weerbarstig. ad 12: vaste looproutes en eenrichtingsverkeer ja. Maar passeren op 1,5 m afstand is op veel plekken ook niet eens mogelijk. ad 14: dat is niet mogelijkad 15: via posters wordt er opgeroepen en de desinfectiezuilen staan strategisch. Maar er is geen personeel om actief toezicht te houden, te vragen om te desinfecteren. Het gaat eigenlijk net zoals bij winkels. Ad 18: de opties die we niet hebben gebruikt zijn niet mogelijk, geen eigen buitenterrein- wijziging van start- en eindtijden roostertechnisch niet mogelijk. Het sociale aspect speelt ook een rol, veel leerlingen voelen zich slecht en staan er qua resultaten ook slecht voor.  Personeel en leerlingen lopen veelal op hun tandvlees. Fysiek onderwijs, relatie, echt in contact zijn is hard nodig.Ad 20: in onderbouwklassen zijn er (in principe) vaste plattegronden met "" buddies"" . In bovenbouwlesgroepen kan er niet goed met vaste plattegronden worden gewerkt, dat wisselt in elk geval per per groep.Ad 21: leerlingen hebebn behoefte aan tussendoor bewegen. En docenten hebben een active board, laptop etc. We hebben een verkort lesrooster met het oog op ieders belastbaarheid. van 40 min lessen gaat relatief veel tijd (ca 25%!) verloren als de docent alles opnieuw moet opstarten na een lokaalwissel. ";Ja, in alle gangen/gedeelde ruimtes;Ja;Nee;0;0;0;1;Nee;0;1;0;;40;0;1;0;1;0;0;0;1;Voornamelijk in tweetallen;Ja, per vak zelfde klassering;De leerlingen wisselen van klaslokalen tussen de lessen, docenten blijven (zoveel mogelijk) in hetzelfde lokaal;1;1;0
188131F5-ECA9-4944-9E4B-39E7FB1B8E3F;42;14-4-2021 9:27;14-4-2021 9:27;100;19-5-2021 16:34;No parent;S2 Vragenlijst na testronde - St Gregorius College - testrondes 8-12 april (index 1);067980CB-875E-4D41-874F-99C9AEC594FA;132;Leerling;1;0;Nee;De leerling was 5 april getest bij de GGD, had klachten. Ze is in afwachting van de testuitslag toch op school geweest, volgde 6 lesuren. Ze heeft tenminste 1 vriendin besmet. Ook in het weekend voor de test heeft ze met vrienden geleerd voor schoolexamens terwijl ze zich ziek voelde. De leerling belde me zelf haar besmetting door, 6 april toen ze de uitslag had. ;Beide;Ja;zie index 26 - 29 maart;16;;Deels;"Het protocol is niet te handhaven mbt afstand houden in vrije ruimtes, leerlingen doen dat simpelweg niet. Gebruik van mondkapjes gaat redelijk. Schoonmaken van lokalen en materialen bij elke les wordt niet gedaan. Er staan wel overal schoonmaakdoekjes en schoonmaakmiddelen, desinfectiezuilen etc. Zie vragen hieronder...het is allemaal goed ingericht , al sinds juni (!) maar de praktijk is weerbarstig. ad 12: vaste looproutes en eenrichtingsverkeer ja. Maar passeren op 1,5 m afstand is op veel plekken ook niet eens mogelijk. ad 14: dat is niet mogelijkad 15: via posters wordt er opgeroepen en de desinfectiezuilen staan strategisch. Maar er is geen personeel om actief toezicht te houden, te vragen om te desinfecteren. Het gaat eigenlijk net zoals bij winkels. Ad 18: de opties die we niet hebben gebruikt zijn niet mogelijk, geen eigen buitenterrein- wijziging van start- en eindtijden roostertechnisch niet mogelijk. Het sociale aspect speelt ook een rol, veel leerlingen voelen zich slecht en staan er qua resultaten ook slecht voor.  Personeel en leerlingen lopen veelal op hun tandvlees. Fysiek onderwijs, relatie, echt in contact zijn is hard nodig.Ad 20: in onderbouwklassen zijn er (in principe) vaste plattegronden met "" buddies"" . In bovenbouwlesgroepen kan er niet goed met vaste plattegronden worden gewerkt, dat wisselt in elk geval per per groep.Ad 21: leerlingen hebebn behoefte aan tussendoor bewegen. En docenten hebben een active board, laptop etc. We hebben een verkort lesrooster met het oog op ieders belastbaarheid. van 40 min lessen gaat relatief veel tijd (ca 25%!) verloren als de docent alles opnieuw moet opstarten na een lokaalwissel. ";Ja, in alle gangen/gedeelde ruimtes;Ja;Nee;0;0;0;1;Nee;0;1;0;;40;0;1;0;1;0;0;0;0;Voornamelijk in tweetallen;Ja, per vak zelfde klassering;De leerlingen wisselen van klaslokalen tussen de lessen, docenten blijven (zoveel mogelijk) in hetzelfde lokaal;1;1;0
5C5339D6-D839-429D-95F2-580AFA4D7A29;42;13-4-2021 14:01;13-4-2021 14:01;100;19-5-2021 16:38;No parent;S2 Vragenlijst na testronde - St Gregorius College - testrondes 26-29 maart (index 2);F9633770-6FC7-46DC-AA7B-CA83ECC30C92;83;Leerling;1;13;Nee;nee;Beide;Ja;Ook collega's uitnodigen en leerlingen  met ouders, verzorgers in cc die nog geen toestemming hadden gegeven. ;27;De eerste testronde was voor allen op 26 mrt. Twee momenten waren nodig voor de tweede testronde (29 en 30).;Deels;"Het protocol is niet te handhaven mbt afstand houden in vrije ruimtes, leerlingen doen dat simpelweg niet. Gebruik van mondkapjes gaat redelijk. Schoonmaken van lokalen en materialen bij elke les wordt niet gedaan. Er staan wel overal schoonmaakdoekjes en schoonmaakmiddelen, desinfectiezuilen etc. Zie vragen hieronder...het is allemaal goed ingericht , al sinds juni (!) maar de praktijk is weerbarstig. ad 12: vaste looproutes en eenrichtingsverkeer ja. Maar passeren op 1,5 m afstand is op veel plekken ook niet eens mogelijk. ad 14: dat is niet mogelijkad 15: via posters wordt er opgeroepen en de desinfectiezuilen staan strategisch. Maar er is geen personeel om actief toezicht te houden, te vragen om te desinfecteren. Het gaat eigenlijk net zoals bij winkels. Ad 18: de opties die we niet hebben gebruikt zijn niet mogelijk, geen eigen buitenterrein- wijziging van start- en eindtijden roostertechnisch niet mogelijk. Het sociale aspect speelt ook een rol, veel leerlingen voelen zich slecht en staan er qua resultaten ook slecht voor.  Personeel en leerlingen lopen veelal op hun tandvlees. Fysiek onderwijs, relatie, echt in contact zijn is hard nodig.Ad 20: in onderbouwklassen zijn er (in principe) vaste plattegronden met "" buddies"" . In bovenbouwlesgroepen kan er niet goed met vaste plattegronden worden gewerkt, dat wisselt in elk geval per per groep.Ad 21: leerlingen hebebn behoefte aan tussendoor bewegen. En docenten hebben een active board, laptop etc. We hebben een verkort lesrooster met het oog op ieders belastbaarheid. van 40 min lessen gaat relatief veel tijd (ca 25%!) verloren als de docent alles opnieuw moet opstarten na een lokaalwissel. ";Ja, in alle gangen/gedeelde ruimtes;Ja;Nee;0;0;0;1;Nee;0;1;0;;40;0;1;0;1;0;0;0;1;Voornamelijk in tweetallen;Ja, per vak zelfde klassering;De leerlingen wisselen van klaslokalen tussen de lessen, docenten blijven (zoveel mogelijk) in hetzelfde lokaal;1;1;0
7B16A265-D959-46C3-820F-3ECD2C322152;42;13-4-2021 14:01;13-4-2021 14:01;100;19-5-2021 16:37;No parent;S2 Vragenlijst na testronde - St Gregorius College - testrondes 26-29 maart (index 1);520F7C03-9344-4825-A7CD-3366344C28CF;82;Leerling;1;0;Nee;nee;Beide;Ja;Leerlingen en collega's uitnodigen die nog geen toestemming hadden gegeven, ouders/verzorgers in cc. Wat het resultaat is, wordt niet door de sneltestaanbieder teruggekoppeld naar school. ;26;Er waren twee eerste testrondes omdat sommige leerlingen dagelijks op school zijn, anderen om de dag. Ook collega's werken vaak parttime. Ronde 1 vr 26 en ma 29 mrt, ronde 2 wo 31 mrt;Deels;"Het protocol is niet te handhaven mbt afstand houden in vrije ruimtes, leerlingen doen dat simpelweg niet. Gebruik van mondkapjes gaat redelijk. Schoonmaken van lokalen en materialen bij elke les wordt niet gedaan. Er staan wel overal schoonmaakdoekjes en schoonmaakmiddelen, desinfectiezuilen etc. Zie vragen hieronder...het is allemaal goed ingericht , al sinds juni (!) maar de praktijk is weerbarstig. ad 12: vaste looproutes en eenrichtingsverkeer ja. Maar passeren op 1,5 m afstand is op veel plekken ook niet eens mogelijk. ad 14: dat is niet mogelijkad 15: via posters wordt er opgeroepen en de desinfectiezuilen staan strategisch. Maar er is geen personeel om actief toezicht te houden, te vragen om te desinfecteren. Het gaat eigenlijk net zoals bij winkels. Ad 18: de opties die we niet hebben gebruikt zijn niet mogelijk, geen eigen buitenterrein- wijziging van start- en eindtijden roostertechnisch niet mogelijk. Het sociale aspect speelt ook een rol, veel leerlingen voelen zich slecht en staan er qua resultaten ook slecht voor.  Personeel en leerlingen lopen veelal op hun tandvlees. Fysiek onderwijs, relatie, echt in contact zijn is hard nodig.Ad 20: in onderbouwklassen zijn er (in principe) vaste plattegronden met "" buddies"" . In bovenbouwlesgroepen kan er niet goed met vaste plattegronden worden gewerkt, dat wisselt in elk geval per per groep.Ad 21: leerlingen hebebn behoefte aan tussendoor bewegen. En docenten hebben een active board, laptop etc. We hebben een verkort lesrooster met het oog op ieders belastbaarheid. van 40 min lessen gaat relatief veel tijd (ca 25%!) verloren als de docent alles opnieuw moet opstarten na een lokaalwissel. ";Ja, in alle gangen/gedeelde ruimtes;Ja;Nee;0;0;0;1;Nee;0;1;0;;40;0;1;0;1;0;0;0;1;Voornamelijk in tweetallen;Ja, per vak zelfde klassering;De leerlingen wisselen van klaslokalen tussen de lessen, docenten blijven (zoveel mogelijk) in hetzelfde lokaal;1;1;0
88F0B168-6F11-41CF-8EE0-F3A128203965;42;14-4-2021 9:27;14-4-2021 9:27;100;19-5-2021 16:34;No parent;S2 Vragenlijst na testronde - St Gregorius College - testrondes 6-9 april;EF91FD12-C2E7-4432-94A8-07D880AC0D93;130;Leerling;1;0;Nee;Ja, deze leerling is nota bene op ma 5 april bij de GGD getest en is terwijl ze zich ziek voelde en de testuitslag afwachtte willens en wetens op school gekomen. Ook heeft ze in het weekend voor de test terwijl ze zich ziek voelde samen met vriendinnen SE's geleerd. ;Beide;Ja;Zie index 1 testronde 26 en 29 maart;48;Deze melding was lastig, eerst leek het alsof de leerling niet besmettelijk op school was geweest. Vervolgens bleken klachten toch 24 uur eerder begonnen waardoor hij wel besmettelijk op school was geweest. (door miscommunicatie tussen moeder en zoon). Daardoor is pas op 6 april 's avonds besloten dat er wel een sneltest moest worden ingezet.;Deels;"Het protocol is niet te handhaven mbt afstand houden in vrije ruimtes, leerlingen doen dat simpelweg niet. Gebruik van mondkapjes gaat redelijk. Schoonmaken van lokalen en materialen bij elke les wordt niet gedaan. Er staan wel overal schoonmaakdoekjes en schoonmaakmiddelen, desinfectiezuilen etc. Zie vragen hieronder...het is allemaal goed ingericht , al sinds juni (!) maar de praktijk is weerbarstig. ad 12: vaste looproutes en eenrichtingsverkeer ja. Maar passeren op 1,5 m afstand is op veel plekken ook niet eens mogelijk. ad 14: dat is niet mogelijkad 15: via posters wordt er opgeroepen en de desinfectiezuilen staan strategisch. Maar er is geen personeel om actief toezicht te houden, te vragen om te desinfecteren. Het gaat eigenlijk net zoals bij winkels. Ad 18: de opties die we niet hebben gebruikt zijn niet mogelijk, geen eigen buitenterrein- wijziging van start- en eindtijden roostertechnisch niet mogelijk. Het sociale aspect speelt ook een rol, veel leerlingen voelen zich slecht en staan er qua resultaten ook slecht voor.  Personeel en leerlingen lopen veelal op hun tandvlees. Fysiek onderwijs, relatie, echt in contact zijn is hard nodig.Ad 20: in onderbouwklassen zijn er (in principe) vaste plattegronden met "" buddies"" . In bovenbouwlesgroepen kan er niet goed met vaste plattegronden worden gewerkt, dat wisselt in elk geval per per groep.Ad 21: leerlingen hebebn behoefte aan tussendoor bewegen. En docenten hebben een active board, laptop etc. We hebben een verkort lesrooster met het oog op ieders belastbaarheid. van 40 min lessen gaat relatief veel tijd (ca 25%!) verloren als de docent alles opnieuw moet opstarten na een lokaalwissel. ";Ja, in alle gangen/gedeelde ruimtes;Ja;Nee;0;0;0;1;Nee;0;1;0;;40;0;1;0;1;0;0;0;0;Voornamelijk in tweetallen;Ja, per vak zelfde klassering;De leerlingen wisselen van klaslokalen tussen de lessen, docenten blijven (zoveel mogelijk) in hetzelfde lokaal;1;1;0
9B1E9D66-267B-43A5-AAF9-A3C842B29E47;42;14-4-2021 9:26;14-4-2021 9:26;100;19-5-2021 16:35;No parent;S2 Vragenlijst na testronde - St Gregorius College - testrondes 30 maart  - 1 april;9920CF7A-520D-40FC-9EA7-9E8D6D145562;99;Leerling;2;0;Ja;nee;Beide;Ja;zie index 1 van 26 en 29 maart;26;;Deels;"Het protocol is niet te handhaven mbt afstand houden in vrije ruimtes, leerlingen doen dat simpelweg niet. Gebruik van mondkapjes gaat redelijk. Schoonmaken van lokalen en materialen bij elke les wordt niet gedaan. Er staan wel overal schoonmaakdoekjes en schoonmaakmiddelen, desinfectiezuilen etc. Zie vragen hieronder...het is allemaal goed ingericht , al sinds juni (!) maar de praktijk is weerbarstig. ad 12: vaste looproutes en eenrichtingsverkeer ja. Maar passeren op 1,5 m afstand is op veel plekken ook niet eens mogelijk. ad 14: dat is niet mogelijkad 15: via posters wordt er opgeroepen en de desinfectiezuilen staan strategisch. Maar er is geen personeel om actief toezicht te houden, te vragen om te desinfecteren. Het gaat eigenlijk net zoals bij winkels. Ad 18: de opties die we niet hebben gebruikt zijn niet mogelijk, geen eigen buitenterrein- wijziging van start- en eindtijden roostertechnisch niet mogelijk. Het sociale aspect speelt ook een rol, veel leerlingen voelen zich slecht en staan er qua resultaten ook slecht voor.  Personeel en leerlingen lopen veelal op hun tandvlees. Fysiek onderwijs, relatie, echt in contact zijn is hard nodig.Ad 20: in onderbouwklassen zijn er (in principe) vaste plattegronden met "" buddies"" . In bovenbouwlesgroepen kan er niet goed met vaste plattegronden worden gewerkt, dat wisselt in elk geval per per groep.Ad 21: leerlingen hebebn behoefte aan tussendoor bewegen. En docenten hebben een active board, laptop etc. We hebben een verkort lesrooster met het oog op ieders belastbaarheid. van 40 min lessen gaat relatief veel tijd (ca 25%!) verloren als de docent alles opnieuw moet opstarten na een lokaalwissel. ";Ja, in alle gangen/gedeelde ruimtes;Ja;Nee;0;0;0;1;Nee;0;1;0;;40;0;1;0;1;0;0;0;0;Voornamelijk in tweetallen;Ja, per vak zelfde klassering;De leerlingen wisselen van klaslokalen tussen de lessen, docenten blijven (zoveel mogelijk) in hetzelfde lokaal;1;1;0
C53FEDD0-F470-4439-B9DF-8E771AAA191B;42;14-4-2021 9:28;14-4-2021 9:28;100;19-5-2021 16:35;No parent;S2 Vragenlijst na testronde - St Gregorius College - testrondes 8-12 april (index 2);9891FE8D-6B3C-4BC4-BDFB-54AC122CDDE8;132;Leerling;1;0;Nee;nee;Beide;Ja;zie index 1 van 26-29 maart. En omdat er geen van de leerlingen bereid was zich te laten testen (!) is zelfs de rector nog in de klas geweest om op het belang van sneltesten te wijzen. Zonder resultaat helaas. Ook een paar leerlingen die wel een toestemmingsverklaring hadden getekend wilden niet testen. Ook dat kan groepsdruk zijn...er is in sommige klassen met vooral veel leerlingen met een niet-westerse migratieachtergrond heel veel wantrouwen naar instituties en ook mbt de aanpak van Covid-19. ;25;Het zou handig zijn als er terugkoppeling is over tenminste aantallen geteste docenten en leerlingen na elke testronde. ;Deels;"Het protocol is niet te handhaven mbt afstand houden in vrije ruimtes, leerlingen doen dat simpelweg niet. Gebruik van mondkapjes gaat redelijk. Schoonmaken van lokalen en materialen bij elke les wordt niet gedaan. Er staan wel overal schoonmaakdoekjes en schoonmaakmiddelen, desinfectiezuilen etc. Zie vragen hieronder...het is allemaal goed ingericht , al sinds juni (!) maar de praktijk is weerbarstig. ad 12: vaste looproutes en eenrichtingsverkeer ja. Maar passeren op 1,5 m afstand is op veel plekken ook niet eens mogelijk. ad 14: dat is niet mogelijkad 15: via posters wordt er opgeroepen en de desinfectiezuilen staan strategisch. Maar er is geen personeel om actief toezicht te houden, te vragen om te desinfecteren. Het gaat eigenlijk net zoals bij winkels. Ad 18: de opties die we niet hebben gebruikt zijn niet mogelijk, geen eigen buitenterrein- wijziging van start- en eindtijden roostertechnisch niet mogelijk. Het sociale aspect speelt ook een rol, veel leerlingen voelen zich slecht en staan er qua resultaten ook slecht voor.  Personeel en leerlingen lopen veelal op hun tandvlees. Fysiek onderwijs, relatie, echt in contact zijn is hard nodig.Ad 20: in onderbouwklassen zijn er (in principe) vaste plattegronden met "" buddies"" . In bovenbouwlesgroepen kan er niet goed met vaste plattegronden worden gewerkt, dat wisselt in elk geval per per groep.Ad 21: leerlingen hebebn behoefte aan tussendoor bewegen. En docenten hebben een active board, laptop etc. We hebben een verkort lesrooster met het oog op ieders belastbaarheid. van 40 min lessen gaat relatief veel tijd (ca 25%!) verloren als de docent alles opnieuw moet opstarten na een lokaalwissel. ";Ja, in alle gangen/gedeelde ruimtes;Ja;Nee;0;0;0;1;Nee;0;1;0;;40;0;1;0;1;0;0;0;1;Voornamelijk in tweetallen;Ja, per vak zelfde klassering;De leerlingen wisselen van klaslokalen tussen de lessen, docenten blijven (zoveel mogelijk) in hetzelfde lokaal;1;1;0
